,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,english,portuguese,is_known
763,763,763,763,Mouth,Boca,0
764,764,764,764,Totally,Totalmente,0
765,765,765,765,Birthday,Aniversário,0
766,766,766,766,Tv,Tevê,0
767,767,767,767,Forgive,Perdoar,0
768,768,768,768,Born,Nascer,0
769,769,769,769,Imagine,Imaginar,0
770,770,770,770,Information,Informação,0
771,771,771,771,Instead,Em Vez De,0
772,772,772,772,Definitely,Definitivamente,0
773,773,773,773,Security,Segurança,0
774,774,774,774,Certainly,Certamente,0
775,775,775,775,Film,Filme,0
776,776,776,776,Month,Mês,0
777,777,777,777,Lying,Mentindo,0
778,778,778,778,Unless,A Menos Que,0
779,779,779,779,Train,Trem,0
780,780,780,780,Seven,Sete,0
781,781,781,781,Wear,Desgaste,0
782,782,782,782,Clothes,Roupa,0
783,783,783,783,Michael,Michael,0
784,784,784,784,Hotel,Hotel,0
785,785,785,785,Christmas,Natal,0
786,786,786,786,Attack,Atacar,0
787,787,787,787,Hasn,Não Tem,0
788,788,788,788,Round,Redondo,0
789,789,789,789,Expect,Esperar,0
790,790,790,790,Sing,Cantar,0
791,791,791,791,Terrible,Terrível,0
792,792,792,792,George,George,0
793,793,793,793,Bag,Saco,0
794,794,794,794,History,História,0
795,795,795,795,Blue,Azul,0
796,796,796,796,Near,Perto,0
797,797,797,797,Broke,Duro,0
798,798,798,798,Station,Estação,0
799,799,799,799,Seriously,Seriamente,0
800,800,800,800,Forever,Eternamente,0
801,801,801,801,David,Davi,0
802,802,802,802,Frank,Franco,0
803,803,803,803,Except,Exceto,0
804,804,804,804,Thinks,Pensa,0
805,805,805,805,Message,Mensagem,0
806,806,806,806,Entire,Inteiro,0
807,807,807,807,Joe,Joe,0
808,808,808,808,Table,Mesa,0
809,809,809,809,Talked,Falado,0
810,810,810,810,Across,Através,0
811,811,811,811,Rock,Rocha,0
812,812,812,812,Lovely,Adorável,0
813,813,813,813,Handle,Manejar,0
814,814,814,814,Middle,Meio,0
815,815,815,815,Buddy,Amigo,0
816,816,816,816,Paid,Pago,0
817,817,817,817,Protect,Proteger,0
818,818,818,818,Using,Usando,0
819,819,819,819,Floor,Chão,0
820,820,820,820,Ran,Correu,0
821,821,821,821,Swear,Jurar,0
822,822,822,822,Spend,Gastar,0
823,823,823,823,Situation,Situação,0
824,824,824,824,Ring,Anel,0
825,825,825,825,Anywhere,Em Qualquer Lugar,0
826,826,826,826,Dangerous,Perigoso,0
827,827,827,827,Bill,Conta,0
828,828,828,828,York,York,0
829,829,829,829,Army,Exército,0
830,830,830,830,Lead,Chumbo,0
831,831,831,831,Bought,Comprado,0
832,832,832,832,Finished,Terminado,0
833,833,833,833,Fair,Justo,0
834,834,834,834,Sun,Sol,0
835,835,835,835,Letter,Letra,0
836,836,836,836,Fool,Enganar,0
837,837,837,837,Attention,Atenção,0
838,838,838,838,Club,Porrete,0
839,839,839,839,Simple,Simples,0
840,840,840,840,Interesting,Interessante,0
841,841,841,841,Space,Espaço,0
842,842,842,842,Test,Teste,0
843,843,843,843,Box,Caixa,0
844,844,844,844,Group,Grupo,0
845,845,845,845,Single,Único,0
846,846,846,846,Sitting,Sentado,0
847,847,847,847,Marriage,Casamento,0
848,848,848,848,Join,Juntar,0
849,849,849,849,Fear,Medo,0
850,850,850,850,Peace,Paz,0
851,851,851,851,Forgot,Esqueci,0
852,852,852,852,Force,Força,0
853,853,853,853,Short,Curto,0
854,854,854,854,Normal,Normal,0
855,855,855,855,Charlie,Charlie,0
856,856,856,856,Present,Presente,0
857,857,857,857,Enjoy,Desfrutar,0
858,858,858,858,Mike,Microfone,0
859,859,859,859,Crime,Crime,0
860,860,860,860,Horse,Cavalo,0
861,861,861,861,Ground,Chão,0
862,862,862,862,American,Americano,0
863,863,863,863,Count,Contar,0
864,864,864,864,Area,Área,0
865,865,865,865,Charge,Acusação,0
866,866,866,866,Honor,Honra,0
867,867,867,867,Lunch,Almoço,0
868,868,868,868,Miles,Km,0
869,869,869,869,Radio,Rádio,0
870,870,870,870,Idiot,Idiota,0
871,871,871,871,Ball,Bola,0
872,872,872,872,Surprise,Surpreender,0
873,873,873,873,Paper,Papel,0
874,874,874,874,Key,Chave,0
875,875,875,875,Boat,Barco,0
876,876,876,876,Quickly,Rápido,0
877,877,877,877,Gold,Ouro,0
878,878,878,878,Bar,Barra,0
879,879,879,879,Fish,Peixe,0
880,880,880,880,Mark,Assinalar,0
881,881,881,881,Tom,Tom,0
882,882,882,882,Wearing,Usando,0
883,883,883,883,Crying,Choro,0
884,884,884,884,Accident,Acidente,0
885,885,885,885,Government,Governo,0
886,886,886,886,Eight,Oito,0
887,887,887,887,Fell,Caiu,0
888,888,888,888,Cover,Cobrir,0
889,889,889,889,Certain,Certo,0
890,890,890,890,Interested,Interessado,0
891,891,891,891,Deep,Fundo,0
892,892,892,892,Star,Estrela,0
893,893,893,893,Sea,Mar,0
894,894,894,894,Agree,Concordar,0
895,895,895,895,Problems,Problemas,0
896,896,896,896,Detective,Detetive,0
897,897,897,897,Prison,Prisão,0
898,898,898,898,Major,Principal,0
899,899,899,899,Stick,Grudar,0
900,900,900,900,Offer,Oferecer,0
901,901,901,901,Difficult,Difícil,0
902,902,902,902,Smart,Inteligente,0
903,903,903,903,Personal,Pessoal,0
904,904,904,904,Record,Registro,0
905,905,905,905,Stopped,Parado,0
906,906,906,906,Hide,Esconder,0
907,907,907,907,Whether,Se,0
908,908,908,908,Bank,Banco,0
909,909,909,909,Trip,Viagem,0
910,910,910,910,Relax,Relaxar,0
911,911,911,911,America,América,0
912,912,912,912,Public,Público,0
913,913,913,913,List,Lista,0
914,914,914,914,Afternoon,Tarde,0
915,915,915,915,Brain,Cérebro,0
916,916,916,916,Fix,Consertar,0
917,917,917,917,Bastard,Bastardo,0
918,918,918,918,Proud,Orgulhoso,0
919,919,919,919,Tea,Chá,0
920,920,920,920,Service,Serviço,0
921,921,921,921,Screaming,Gritando,0
922,922,922,922,Forward,Encaminhar,0
923,923,923,923,Angry,Irritado,0
924,924,924,924,Park,Parque,0
925,925,925,925,Soul,Alma,0
926,926,926,926,Fighting,Lutando,0
927,927,927,927,Peter,Pedro,0
928,928,928,928,Rich,Rico,0
929,929,929,929,Agent,Agente,0
930,930,930,930,Blow,Soprar,0
931,931,931,931,Paul,Paul,0
932,932,932,932,Dress,Vestir,0
933,933,933,933,Mary,Maria,0
934,934,934,934,Missed,Perdeu,0
935,935,935,935,Scene,Cena,0
936,936,936,936,Killing,Matança,0
937,937,937,937,Standing,Situação,0
938,938,938,938,Saved,Salvou,1
939,939,939,939,Mm,Milímetro,0
940,940,940,940,Respect,Respeito,0
941,941,941,941,Killer,Assassino,0
942,942,942,942,Ice,Gelo,0
943,943,943,943,Mess,Bagunça,0
944,944,944,944,Tough,Durão,0
945,945,945,945,Feels,Sente,0
946,946,946,946,Church,Igreja,0
947,947,947,947,Sad,Triste,0
948,948,948,948,Cell,Célula,0
949,949,949,949,Drunk,Embriagado,0
950,950,950,950,Share,Compartilhar,0
951,951,951,951,Camera,Câmera,0
952,952,952,952,Mm-Hmm,Mm-Hmm,0
953,953,953,953,Within,Dentro De,0
954,954,954,954,Card,Cartão,0
955,955,955,955,Fly,Voar,0
956,956,956,956,Ben,Ben,0
957,957,957,957,Girlfriend,Namorada,0
958,958,958,958,Laugh,Rir,0
959,959,959,959,Smell,Cheirar,0
960,960,960,960,Broken,Quebrado,0
961,961,961,961,Mum,Mãe,0
962,962,962,962,Honest,Honesto,0
963,963,963,963,Often,Amiúde,0
964,964,964,964,Starting,Começo,0
965,965,965,965,Calls,Chamadas,0
966,966,966,966,Spent,Gasto,0
967,967,967,967,Third,Terceiro,0
968,968,968,968,English,Inglês,0
969,969,969,969,Visit,Visitar,0
970,970,970,970,Mama,Mamã,0
971,971,971,971,Judge,Juiz,0
972,972,972,972,Window,Janela,0
973,973,973,973,Hungry,Faminto,0
974,974,974,974,Dare,Ousar,0
975,975,975,975,Relationship,Relação,0
976,976,976,976,Moved,Movido,0
977,977,977,977,Prove,Provar,0
978,978,978,978,Private,Privado,0
979,979,979,979,Wall,Parede,0
980,980,980,980,Seat,Assento,0
981,981,981,981,I-I,Eu-Eu,0
982,982,982,982,Position,Posição,0
983,983,983,983,Lieutenant,Tenente,0
984,984,984,984,Realize,Realizar,0
985,985,985,985,Lt,Tenente,0
986,986,986,986,Especially,Especialmente,0
987,987,987,987,Machine,Máquina,0
988,988,988,988,Walking,Ambulante,0
989,989,989,989,Art,Arte,0
990,990,990,990,Pleasure,Prazer,0
